2024-04-29T19:30:44.484435381Z [INFO]: master configuration: {"config_file":"","log":{"level":"info","color":true},"db":{"user":"postgres","password":"********","migrations":"file:///usr/share/determined/master/static/migrations","host":"localhost","port":"5432","name":"determined","ssl_mode":"disable","ssl_root_cert":""},"tensorboard_timeout":300,"notebook_timeout":null,"security":{"default_task":{"id":0,"user_id":0,"user":"root","uid":0,"group":"root","gid":0},"tls":{"cert":"","key":""},"ssh":{"rsa_key_size":1024},"authz":{"type":"basic","fallback":"basic","rbac_ui_enabled":null,"_strict_ntsc_enabled":false,"workspace_creator_assign_role":{"enabled":true,"role_id":2},"strict_job_queue_control":false}},"checkpoint_storage":{"host_path":"/root/.determined","propagation":null,"save_experiment_best":0,"save_trial_best":1,"save_trial_latest":1,"storage_path":"determined-checkpoint","type":"shared_fs"},"task_container_defaults":{"shm_size_bytes":4294967296,"network_mode":"host","cpu_pod_spec":null,"gpu_pod_spec":null,"add_capabilities":null,"drop_capabilities":null,"devices":null,"bind_mounts":null,"work_dir":null,"slurm":{},"pbs":{},"LogPolicies":null,"kubernetes":null},"port":3389,"root":"/usr/share/determined/master","telemetry":{"enabled":true,"segment_master_key":"********","otel_enabled":false,"otel_endpoint":"localhost:4317","segment_webui_key":"********","cluster_id":""},"enable_cors":false,"launch_error":true,"cluster_name":"","logging":{"type":"default"},"observability":{"enable_prometheus":false},"cache":{"cache_dir":"/var/cache/determined"},"webhooks":{"base_url":"","signing_key":"d8590cd34061"},"feature_switches":[],"reserved_ports":null,"resource_manager":{"client_ca":"","default_aux_resource_pool":"a100","default_compute_resource_pool":"a100","no_default_resource_pools":false,"require_authentication":false,"scheduler":{"allow_heterogeneous_fits":false,"fitting_policy":"best","type":"fair_share"},"type":"agent"},"resource_pools":[{"pool_name":"a100","description":"","provider":null,"max_aux_containers_per_agent":100,"task_container_defaults":null,"agent_reattach_enabled":false,"agent_reconnect_wait":"25s","kubernetes_namespace":""}],"__internal":{"audit_logging_enabled":false,"external_sessions":{"login_uri":"","logout_uri":"","jwt_key":""},"proxied_servers":null}}
2024-04-29T19:30:44.599899338Z [INFO]: Determined master 0.26.3 (built with go1.21.0)
2024-04-29T19:30:44.599931078Z [INFO]: connecting to database localhost:5432
2024-04-29T19:30:48.633611966Z [WARNING]: failed to connect to postgres, trying again in 4s  error="failed to connect to `host=localhost user=postgres database=determined`: failed to receive message (read tcp 127.0.0.1:34106->127.0.0.1:5432: read: connection reset by peer)"
2024-04-29T19:31:02.611591548Z [INFO]: agent reconnected  actor-local-addr="walnut" actor-system="master" go-type="agent"
2024-04-29T19:31:02.611644948Z [INFO]: enabling agent: walnut  actor-local-addr="walnut" actor-system="master" go-type="agent"
2024-04-29T19:31:06.104137624Z [INFO]: agent connected ip: 10.182.1.111 resource pool: a100 slots: 2  actor-local-addr="walnut" actor-system="master" go-type="agent"
2024-04-29T19:31:06.104179653Z [INFO]: agent failed to restore container: c760f909-4d2f-472a-ae7b-f5615ba0d125: container is gone on reattachment  actor-local-addr="walnut" actor-system="master" go-type="agent"
2024-04-29T19:31:06.104256286Z [INFO]: container c760f909-4d2f-472a-ae7b-f5615ba0d125 terminated  actor-local-addr="walnut" actor-system="master" error="container failed to restore after agent failure: container is gone on reattachment" go-type="agent"
2024-04-29T19:31:06.104431194Z [INFO]: resources terminated c760f909-4d2f-472a-ae7b-f5615ba0d125: RM failed to restore the allocation: container is gone on reattachment  job-id="7ecb5c43-af7a-46f9-861f-71ba754f2905" task-id="07e9ec0c-9968-4005-9440-b1ff61b944d4" task-type="NOTEBOOK"
2024-04-29T19:31:06.104479495Z [INFO]: releasing resources c760f909-4d2f-472a-ae7b-f5615ba0d125  job-id="7ecb5c43-af7a-46f9-861f-71ba754f2905" task-id="07e9ec0c-9968-4005-9440-b1ff61b944d4" task-type="NOTEBOOK"
2024-04-29T19:31:06.104656367Z [INFO]: incrementally released resources c760f909-4d2f-472a-ae7b-f5615ba0d125 for 07e9ec0c-9968-4005-9440-b1ff61b944d4.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:31:06.105833074Z [ERROR]: allocation encountered fatal error  error="RM failed to restore the allocation: container is gone on reattachment" job-id="7ecb5c43-af7a-46f9-861f-71ba754f2905" task-id="07e9ec0c-9968-4005-9440-b1ff61b944d4" task-type="NOTEBOOK"
2024-04-29T19:31:06.135911244Z [ERROR]: jordan-new was terminated: allocation failed due to restore error: RM failed to restore the allocation: container is gone on reattachment  job-id="7ecb5c43-af7a-46f9-861f-71ba754f2905" task-id="07e9ec0c-9968-4005-9440-b1ff61b944d4" task-type="NOTEBOOK"
2024-04-29T19:31:06.136003427Z [INFO]: all resources are released for 07e9ec0c-9968-4005-9440-b1ff61b944d4.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:41:57.641301150Z [INFO]: resources are requested by jordan-new (Allocation ID: 171eb5ed-4923-44a0-940f-8afabf62e506.1)  actor-local-addr="a100" actor-system="master" allocation-id="171eb5ed-4923-44a0-940f-8afabf62e506.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T19:41:57.814586859Z [INFO]: 1 resources allocated  job-id="a6ab916b-aaec-4ba3-ba15-eb92ed952455" restore="false" task-id="171eb5ed-4923-44a0-940f-8afabf62e506" task-type="NOTEBOOK"
2024-04-29T19:41:57.814624109Z [INFO]: allocated resources to jordan-new  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:41:57.871209672Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="171eb5ed-4923-44a0-940f-8afabf62e506.1" container-id="1ce05201-9566-4cba-9755-e3172fb4ce75" go-type="agent" job-id="a6ab916b-aaec-4ba3-ba15-eb92ed952455" slots="1" task-id="171eb5ed-4923-44a0-940f-8afabf62e506" task-type="NOTEBOOK"
2024-04-29T19:42:03.935372404Z [INFO]: registering service: 171eb5ed-4923-44a0-940f-8afabf62e506 (https://10.182.1.111:3115)  component="proxy"
2024-04-29T19:44:27.446929168Z [INFO]: resources are requested by llama3 (Allocation ID: d562c3b1-a9de-43ec-be91-c44eadcdd49e.1)  actor-local-addr="a100" actor-system="master" allocation-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T19:44:27.503367385Z [INFO]: 1 resources allocated  job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" restore="false" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:44:27.503400257Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:44:27.508685218Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e.1" container-id="95ab3a9e-6db5-423c-a025-3a43858de120" go-type="agent" job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" slots="1" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:44:31.295421323Z [INFO]: registering service: d562c3b1-a9de-43ec-be91-c44eadcdd49e:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T19:45:02.942678173Z [INFO]: container 95ab3a9e-6db5-423c-a025-3a43858de120 terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" go-type="agent"
2024-04-29T19:45:02.942883568Z [INFO]: resources terminated 95ab3a9e-6db5-423c-a025-3a43858de120: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:45:02.942919405Z [INFO]: releasing resources 95ab3a9e-6db5-423c-a025-3a43858de120  job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:45:02.943035543Z [INFO]: incrementally released resources 95ab3a9e-6db5-423c-a025-3a43858de120 for d562c3b1-a9de-43ec-be91-c44eadcdd49e.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:45:02.943924731Z [ERROR]: allocation encountered fatal error  error="resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:45:02.949299521Z [ERROR]: llama3 was terminated: allocation failed: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="f5721e94-4f02-4fcf-a31e-357fe0a31e0a" task-id="d562c3b1-a9de-43ec-be91-c44eadcdd49e" task-type="COMMAND"
2024-04-29T19:45:02.949446296Z [INFO]: all resources are released for d562c3b1-a9de-43ec-be91-c44eadcdd49e.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:48:12.877189681Z [INFO]: resources are requested by llama3 (Allocation ID: fdf9b02e-a206-4e0a-9d21-6df49a5e8d66.1)  actor-local-addr="a100" actor-system="master" allocation-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T19:48:13.282028617Z [INFO]: 1 resources allocated  job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" restore="false" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:13.282060006Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:48:13.288828300Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66.1" container-id="d4cf8735-13a9-49c8-9a00-2f538620b997" go-type="agent" job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" slots="1" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:13.722188487Z [INFO]: registering service: fdf9b02e-a206-4e0a-9d21-6df49a5e8d66:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T19:48:24.787313407Z [INFO]: container d4cf8735-13a9-49c8-9a00-2f538620b997 terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" go-type="agent"
2024-04-29T19:48:24.787570349Z [INFO]: resources terminated d4cf8735-13a9-49c8-9a00-2f538620b997: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:24.787648215Z [INFO]: releasing resources d4cf8735-13a9-49c8-9a00-2f538620b997  job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:24.787848521Z [INFO]: incrementally released resources d4cf8735-13a9-49c8-9a00-2f538620b997 for fdf9b02e-a206-4e0a-9d21-6df49a5e8d66.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:48:24.789026129Z [ERROR]: allocation encountered fatal error  error="resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:24.793906983Z [ERROR]: llama3 was terminated: allocation failed: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="3c52a053-c053-40eb-a1c7-40b7eeec3ea9" task-id="fdf9b02e-a206-4e0a-9d21-6df49a5e8d66" task-type="COMMAND"
2024-04-29T19:48:24.794060942Z [INFO]: all resources are released for fdf9b02e-a206-4e0a-9d21-6df49a5e8d66.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:50:36.089286301Z [INFO]: resources are requested by llama3 (Allocation ID: 35682ee0-7dfd-4082-82b3-1588523d79d1.1)  actor-local-addr="a100" actor-system="master" allocation-id="35682ee0-7dfd-4082-82b3-1588523d79d1.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T19:50:36.466402816Z [INFO]: 1 resources allocated  job-id="0c9f170e-1383-4694-909a-9c20bb57c185" restore="false" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:36.466427993Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:50:36.472553100Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="35682ee0-7dfd-4082-82b3-1588523d79d1.1" container-id="c5ecf3e0-87df-4a0a-ae50-01920383f7e3" go-type="agent" job-id="0c9f170e-1383-4694-909a-9c20bb57c185" slots="1" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:36.898275923Z [INFO]: registering service: 35682ee0-7dfd-4082-82b3-1588523d79d1:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T19:50:48.297890223Z [INFO]: container c5ecf3e0-87df-4a0a-ae50-01920383f7e3 terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" go-type="agent"
2024-04-29T19:50:48.298071443Z [INFO]: resources terminated c5ecf3e0-87df-4a0a-ae50-01920383f7e3: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="0c9f170e-1383-4694-909a-9c20bb57c185" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:48.298101830Z [INFO]: releasing resources c5ecf3e0-87df-4a0a-ae50-01920383f7e3  job-id="0c9f170e-1383-4694-909a-9c20bb57c185" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:48.298200986Z [INFO]: incrementally released resources c5ecf3e0-87df-4a0a-ae50-01920383f7e3 for 35682ee0-7dfd-4082-82b3-1588523d79d1.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:50:48.298899446Z [ERROR]: allocation encountered fatal error  error="resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" job-id="0c9f170e-1383-4694-909a-9c20bb57c185" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:48.302418766Z [ERROR]: llama3 was terminated: allocation failed: resources failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)  job-id="0c9f170e-1383-4694-909a-9c20bb57c185" task-id="35682ee0-7dfd-4082-82b3-1588523d79d1" task-type="COMMAND"
2024-04-29T19:50:48.302572695Z [INFO]: all resources are released for 35682ee0-7dfd-4082-82b3-1588523d79d1.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:53:45.463975469Z [INFO]: resources are requested by llama3 (Allocation ID: 113dabb3-6934-446c-a720-872f5c1c266f.1)  actor-local-addr="a100" actor-system="master" allocation-id="113dabb3-6934-446c-a720-872f5c1c266f.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T19:53:45.703705432Z [INFO]: 1 resources allocated  job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" restore="false" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:45.703761597Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:53:45.708745424Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="113dabb3-6934-446c-a720-872f5c1c266f.1" container-id="e611c89e-31e3-40c3-9b6b-7900db19517c" go-type="agent" job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" slots="1" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:46.134835756Z [INFO]: registering service: 113dabb3-6934-446c-a720-872f5c1c266f:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T19:53:56.285016151Z [INFO]: container e611c89e-31e3-40c3-9b6b-7900db19517c terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 2 (exit code 2)" go-type="agent"
2024-04-29T19:53:56.285273113Z [INFO]: resources terminated e611c89e-31e3-40c3-9b6b-7900db19517c: resources failed with non-zero exit code: container failed with non-zero exit code: 2 (exit code 2)  job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:56.285309381Z [INFO]: releasing resources e611c89e-31e3-40c3-9b6b-7900db19517c  job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:56.285432372Z [INFO]: incrementally released resources e611c89e-31e3-40c3-9b6b-7900db19517c for 113dabb3-6934-446c-a720-872f5c1c266f.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T19:53:56.286556861Z [ERROR]: allocation encountered fatal error  error="resources failed with non-zero exit code: container failed with non-zero exit code: 2 (exit code 2)" job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:56.290594083Z [ERROR]: llama3 was terminated: allocation failed: resources failed with non-zero exit code: container failed with non-zero exit code: 2 (exit code 2)  job-id="19308d29-b72d-49ca-aa78-809a34b50b2a" task-id="113dabb3-6934-446c-a720-872f5c1c266f" task-type="COMMAND"
2024-04-29T19:53:56.290790541Z [INFO]: all resources are released for 113dabb3-6934-446c-a720-872f5c1c266f.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T20:00:05.807525139Z [INFO]: resources are requested by llama3 (Allocation ID: 6aac71ae-fb68-430a-ba6f-75737e7e3eee.1)  actor-local-addr="a100" actor-system="master" allocation-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T20:00:06.198316610Z [INFO]: 1 resources allocated  job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" restore="false" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:06.198352136Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T20:00:06.205945958Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee.1" container-id="5f7feadb-6e27-411c-a4a0-3b799daa8f7f" go-type="agent" job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" slots="1" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:06.635268092Z [INFO]: registering service: 6aac71ae-fb68-430a-ba6f-75737e7e3eee:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T20:00:16.808144402Z [INFO]: container 5f7feadb-6e27-411c-a4a0-3b799daa8f7f terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 127 (exit code 127)" go-type="agent"
2024-04-29T20:00:16.808350719Z [INFO]: resources terminated 5f7feadb-6e27-411c-a4a0-3b799daa8f7f: resources failed with non-zero exit code: container failed with non-zero exit code: 127 (exit code 127)  job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:16.808389431Z [INFO]: releasing resources 5f7feadb-6e27-411c-a4a0-3b799daa8f7f  job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:16.808517492Z [INFO]: incrementally released resources 5f7feadb-6e27-411c-a4a0-3b799daa8f7f for 6aac71ae-fb68-430a-ba6f-75737e7e3eee.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T20:00:16.809205592Z [ERROR]: allocation encountered fatal error  error="resources failed with non-zero exit code: container failed with non-zero exit code: 127 (exit code 127)" job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:16.812292832Z [ERROR]: llama3 was terminated: allocation failed: resources failed with non-zero exit code: container failed with non-zero exit code: 127 (exit code 127)  job-id="cf8dcbc8-5f86-4e91-a7e3-50dae033a0d7" task-id="6aac71ae-fb68-430a-ba6f-75737e7e3eee" task-type="COMMAND"
2024-04-29T20:00:16.812432885Z [INFO]: all resources are released for 6aac71ae-fb68-430a-ba6f-75737e7e3eee.1  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T20:00:40.674383258Z [INFO]: resources are requested by llama3 (Allocation ID: 58eef386-3696-4bb9-81d0-148394463870.1)  actor-local-addr="a100" actor-system="master" allocation-id="58eef386-3696-4bb9-81d0-148394463870.1" go-type="resourcePool" resource-pool="a100" restore="false" restoring="false"
2024-04-29T20:00:40.741111855Z [INFO]: allocated resources to llama3  actor-local-addr="a100" actor-system="master" go-type="resourcePool" resource-pool="a100"
2024-04-29T20:00:40.741106064Z [INFO]: 1 resources allocated  job-id="5833f058-1c56-49e8-a4ba-9b297841eda7" restore="false" task-id="58eef386-3696-4bb9-81d0-148394463870" task-type="COMMAND"
2024-04-29T20:00:40.745015506Z [INFO]: starting container  actor-local-addr="walnut" actor-system="master" allocation-id="58eef386-3696-4bb9-81d0-148394463870.1" container-id="132bfacb-0634-4f2e-a878-9af188f93d18" go-type="agent" job-id="5833f058-1c56-49e8-a4ba-9b297841eda7" slots="1" task-id="58eef386-3696-4bb9-81d0-148394463870" task-type="COMMAND"
2024-04-29T20:00:41.160072245Z [INFO]: registering service: 58eef386-3696-4bb9-81d0-148394463870:8003 (http://10.182.1.111:8003)  component="proxy"
2024-04-29T20:00:52.234642680Z [INFO]: container 132bfacb-0634-4f2e-a878-9af188f93d18 terminated  actor-local-addr="walnut" actor-system="master" error="container failed with non-zero exit code: container failed with non-zero exit code: 1 (exit code 1)" go-type="agent"
